lat,lon,name,location_type,pm_2.5,10min_avg,1hour_avg,1day_avg,1week_avg
36.816055,-119.850098,Logan Park Air,outside,47.7,47.75,47.38,34.52,41.69
39.769948,-104.96527,1820 E 38th Avenue,outside,26.31,3.29,47.19,14.0,2.51
38.679213,-121.069747,CARB_SMOKE_EDCAQMD_Silva Valley Pkwy,outside,49.07,48.27,47.12,26.39,23.57
37.997024,-122.583435,Woodside Drive / San Anselmo,outside,43.12,42.39,47.04,32.82,16.29
33.949989,-118.14912,ACG,outside,44.07,44.83,45.58,41.0,29.15
37.220167,-119.872168,Raymond california,outside,46.48,46.9,45.57,39.5,29.51
37.751735,-122.417326,Capp & 24th,inside,81.12,70.64,45.52,21.21,16.42
37.281787,-120.433692,Merced Coffee RAMP PA,outside,45.96,46.17,45.44,31.54,30.07
37.713138,-121.400343,Amatchi,outside,54.42,53.73,45.44,29.58,25.34
38.518401,-121.479347,fireplace,inside,18.97,24.04,45.38,57.34,40.46
39.4138,-119.777,Buckthorn Indoors,inside,40.91,44.82,45.14,12.83,18.23
42.376823,-122.881854,NWS MFR,inside,0.53,48.89,44.7,44.59,18.61
37.129848,-122.121967,Huckleberry Woods,outside,48.26,51.19,44.49,31.94,25.9
33.987529,-118.030307,"Whittier, California",outside,45.75,45.48,44.49,26.8,19.57
