lat,lon,name,location_type,pm_2.5,10min_avg,1hour_avg,1day_avg,1week_avg
36.08387,-119.019878,"Porterville, CA",outside,30.98,32.37,31.87,30.94,40.76
36.910066,-119.813268,MMGFig,outside,22.27,23.64,26.03,32.0,40.75
47.128167,-119.192687,Inner Filter Housing,outside,24.55,17.67,13.4,30.36,40.64
36.819256,-119.801581,Winchester Browning,outside,34.87,32.89,33.44,32.26,40.64
35.354889,-119.026242,South Oleander,outside,36.95,34.81,29.79,32.24,40.62
36.832989,-119.802906,Colonial Purple,outside,39.31,37.6,35.69,32.85,40.59
37.929461,-121.280317,LMC,outside,37.59,41.9,34.78,28.94,40.58
38.518401,-121.479347,fireplace,inside,18.97,24.04,45.38,57.34,40.46
37.961568,-121.306274,North of Channel,outside,37.54,39.39,34.89,28.25,40.29
36.656384,-119.596862,CCA Del Rey Community Center #1,outside,82.96,63.61,41.58,32.69,40.29
40.722637,-111.935751,West Valley 1580W Nanette powered by UTOPIA Fiber,outside,24.75,26.67,29.89,29.13,39.8
36.864542,-119.74581,ShippAQWx 2,outside,36.12,34.63,32.88,32.07,39.7
37.642165,-120.994266,AMTS Modesto,outside,50.4,43.85,36.04,28.51,39.67
38.483956,-121.444356,Center Pkwy,outside,42.74,39.8,33.65,31.06,39.36
36.74194,-119.67384,CCA Douglas and Kerckhoff ,outside,40.98,36.86,33.41,32.47,39.33
33.999503,-117.416022,RIVR_Co-loc2,outside,25.6,20.14,15.3,32.97,39.3
32.654639,-115.525922,AYUNTAMIENTO DE MEXICALI - ESTACION MAYOS,outside,36.31,38.45,19.49,27.98,39.2
36.659724,-119.591072,POM - Del Rey,outside,41.14,38.85,33.66,32.14,39.18
36.258078,-119.790713,Surf Ranch,outside,49.11,48.59,43.36,25.98,39.13
41.791775,-123.38007,SAFE-HappyCamp-CommunityCenter,outside,11.69,15.52,12.85,28.88,39.12
37.709088,-121.095239,Salida,outside,43.98,39.81,34.04,27.78,39.12
32.656526,-115.46214,AYUNTAMIENTO DE MEXICALI - ESTACION INDUSTRIAL,outside,24.78,26.68,24.41,38.0,39.08
36.881383,-119.688144,Big Dry Creek,outside,36.4,39.13,39.85,31.16,38.97
37.326137,-120.483926,Hummingbird Haven,outside,43.15,41.1,39.51,32.84,38.82
37.263704,-122.017517,Montauk-PA1,inside,2.14,2.82,3.49,30.13,38.76
34.899373,-80.970346,Kennington Home,inside,79.12,85.72,91.52,52.46,38.6
37.365826,-120.616412,Near Atwater Highschool,outside,45.52,44.28,38.87,32.94,38.58
38.037293,-122.259664,AMTS_EJ_001,inside,12.18,15.09,36.29,24.44,38.38
35.40107,-118.837791,18th Fairway,outside,34.89,35.4,32.67,32.3,38.35
37.328832,-120.534893,Joe Stefani Elementary School ,outside,44.36,40.94,38.17,30.79,38.3
36.850405,-119.720643,Howard's,outside,37.29,35.96,32.65,30.83,38.21
35.402464,-118.867109,View St,outside,37.45,37.18,33.97,31.86,38.18
36.856665,-119.80025,The Bluffs,outside,37.36,35.5,32.74,29.54,38.18
36.775376,-119.755268,HFA_McLane,outside,39.72,38.85,37.3,41.91,38.01
36.930935,-120.027592,SCSB_27,outside,34.66,47.72,50.99,31.11,37.96
32.609771,-115.486221,MV_Aire Baja California-00008 https://www.facebook.com/Airebajacalifornia/,outside,40.25,39.32,16.82,23.23,37.91
36.792142,-119.805241,"Fig Garden, CA",outside,33.27,33.09,32.44,30.83,37.79
36.69877,-121.632447,CHAM FO,inside,48.9,31.27,28.55,41.88,37.58
35.418811,-118.851454,Raphael Ave.,outside,36.62,35.74,33.61,31.44,37.54
